date,sales
4/4/2022,94
4/5/2022,72
4/6/2022,71
4/7/2022,104
4/8/2022,112
4/9/2022,121
4/10/2022,74
4/11/2022,76
4/12/2022,90
4/13/2022,75
4/14/2022,122
4/15/2022,98
4/16/2022,117
4/17/2022,70
4/18/2022,63
4/19/2022,91
4/20/2022,95
4/21/2022,92
4/22/2022,82
4/23/2022,103
4/24/2022,68
4/25/2022,84
4/26/2022,64
4/27/2022,88
4/28/2022,103
4/29/2022,86
4/30/2022,109
5/1/2022,75
5/2/2022,97
5/3/2022,79
5/4/2022,92
5/5/2022,96
5/6/2022,115
5/7/2022,115
5/8/2022,85
5/9/2022,87
5/10/2022,98
5/11/2022,81
5/12/2022,79
5/13/2022,99
5/14/2022,96
5/15/2022,78
5/16/2022,88
5/17/2022,95
5/18/2022,102
5/19/2022,100
5/20/2022,118
5/21/2022,117
5/22/2022,73
5/23/2022,93
5/24/2022,79
5/25/2022,81
5/26/2022,95
5/27/2022,101
5/28/2022,119
5/29/2022,61
5/30/2022,85
5/31/2022,93
6/1/2022,116
6/2/2022,119
6/3/2022,128
6/4/2022,121
6/5/2022,67
6/6/2022,95
6/7/2022,93
6/8/2022,101
6/9/2022,110
6/10/2022,126
6/11/2022,110
6/12/2022,76
6/13/2022,102
6/14/2022,84
6/15/2022,105
6/16/2022,111
6/17/2022,150
6/18/2022,118
6/19/2022,73
6/20/2022,89
6/21/2022,103
6/22/2022,98
6/23/2022,90
6/24/2022,123
6/25/2022,116
6/26/2022,75
6/27/2022,104
6/28/2022,100
6/29/2022,98
6/30/2022,100
7/1/2022,131
7/2/2022,129
7/3/2022,83
7/4/2022,105
7/5/2022,100
7/6/2022,121
7/7/2022,117
7/8/2022,115
7/9/2022,135
7/10/2022,84
7/11/2022,109
7/12/2022,91
7/13/2022,88
7/14/2022,131
7/15/2022,137
7/16/2022,135
7/17/2022,71
7/18/2022,79
7/19/2022,109
7/20/2022,118
7/21/2022,117
7/22/2022,104
7/23/2022,137
7/24/2022,68
7/25/2022,99
7/26/2022,99
7/27/2022,108
7/28/2022,135
7/29/2022,103
7/30/2022,118
7/31/2022,86
8/1/2022,99
8/2/2022,82
8/3/2022,89
8/4/2022,97
8/5/2022,87
8/6/2022,123
8/7/2022,71
8/8/2022,89
8/9/2022,88
8/10/2022,97
8/11/2022,115
8/12/2022,102
8/13/2022,105
8/14/2022,63
8/15/2022,86
8/16/2022,89
8/17/2022,92
8/18/2022,88
8/19/2022,126
8/20/2022,104
8/21/2022,73
8/22/2022,73
8/23/2022,86
8/24/2022,105
8/25/2022,108
8/26/2022,90
8/27/2022,106
8/28/2022,78
8/29/2022,106
8/30/2022,80
8/31/2022,97
9/1/2022,89
9/2/2022,102
9/3/2022,120
9/4/2022,52
9/5/2022,79
9/6/2022,91
9/7/2022,86
9/8/2022,98
9/9/2022,107
9/10/2022,86
9/11/2022,62
9/12/2022,94
9/13/2022,88
9/14/2022,92
9/15/2022,71
9/16/2022,93
9/17/2022,124
9/18/2022,76
9/19/2022,82
9/20/2022,84
9/21/2022,97
9/22/2022,88
9/23/2022,100
9/24/2022,132
9/25/2022,75
9/26/2022,80
9/27/2022,85
9/28/2022,88
9/29/2022,96
9/30/2022,96
10/1/2022,124
10/2/2022,68
10/3/2022,82
10/4/2022,79
10/5/2022,79
10/6/2022,68
10/7/2022,73
10/8/2022,96
10/9/2022,67
10/10/2022,81
10/11/2022,76
10/12/2022,59
10/13/2022,87
10/14/2022,86
10/15/2022,111
10/16/2022,66
10/17/2022,73
10/18/2022,88
10/19/2022,78
10/20/2022,101
10/21/2022,90
10/22/2022,103
10/23/2022,76
10/24/2022,77
10/25/2022,69
10/26/2022,85
10/27/2022,82
10/28/2022,97
10/29/2022,100
10/30/2022,58
10/31/2022,72
11/1/2022,84
11/2/2022,93
11/3/2022,78
11/4/2022,100
11/5/2022,103
11/6/2022,82
11/7/2022,86
11/8/2022,75
11/9/2022,92
11/10/2022,86
11/11/2022,99
11/12/2022,105
11/13/2022,56
11/14/2022,80
11/15/2022,92
11/16/2022,83
11/17/2022,88
11/18/2022,104
11/19/2022,103
11/20/2022,67
11/21/2022,89
11/22/2022,86
11/23/2022,97
11/24/2022,95
11/25/2022,87
11/26/2022,109
11/27/2022,68
11/28/2022,74
11/29/2022,79
11/30/2022,94
12/1/2022,83
12/2/2022,65
12/3/2022,60
12/4/2022,50
12/5/2022,65
12/6/2022,55
12/7/2022,63
12/8/2022,79
12/9/2022,73
12/10/2022,79
12/11/2022,56
12/12/2022,45
12/13/2022,60
12/14/2022,77
12/15/2022,72
12/16/2022,68
12/17/2022,56
12/18/2022,41
12/19/2022,52
12/20/2022,45
12/21/2022,60
12/22/2022,73
12/23/2022,64
12/24/2022,71
12/25/2022,57
12/26/2022,65
12/27/2022,74
12/28/2022,69
12/29/2022,56
12/30/2022,74
12/31/2022,79
